,formula,Top-1 Bravais,Top-1 Bravais.1,Top-1 Bravais.2,Top-1 Bravais.3,Top-1 Bravais.4,Top-1 Bravais.5,Top-1 Bravais.6,Top-1 Bravais.7,Top-1 Bravais.8,Top-1 Bravais.9,Top-1 Bravais.10,Top-1 Bravais.11,Top-1 Bravais.12,Top-1 Bravais.13,Top-1 Bravais.14,Top-2 Bravais,Top-2 Bravais.1,Top-2 Bravais.2,Top-2 Bravais.3,Top-2 Bravais.4,Top-2 Bravais.5,Top-2 Bravais.6,Top-2 Bravais.7,Top-2 Bravais.8,Top-2 Bravais.9,Top-2 Bravais.10,Top-2 Bravais.11,Top-2 Bravais.12,Top-2 Bravais.13,Top-2 Bravais.14
18,Sn2Sb2,rhombohedral (P),0.3739346,4.956289902568586,4.956289902568586,4.956289902568586,66.99000783431029,66.99000783431029,66.99000783431029,98.99017594812801,R-3m,160,148,0.9765728116035461,0.011332028545439243,0.004866226110607386,cubic (F),0.18208738,6.542651032890916,6.542651032890916,6.542651032890916,90.0,90.0,90.0,280.0665686626998,225,216,227,0.8054783940315247,0.1769193708896637,0.01291703712195158
19,MoBi,hexagonal (P),0.2144651,4.149449029805832,4.149449029805832,5.194079801293079,90.0,90.0,120.0,77.44976743481367,P6_3/m,194,193,0.7531693577766418,0.2018078863620758,0.032005880028009415,orthorhombic (P),0.1762898,9.156068805746436,9.584732338157574,6.095309628365905,90.0,90.0,90.0,534.9150396817017,62,58,55,0.5125905275344849,0.2434985339641571,0.09982363134622574
20,PbSb,cubic (F),0.44533533,6.283869621019534,6.283869621019534,6.283869621019534,90.0,90.0,90.0,248.13126915232908,Fm-3m,216,202,0.9886115193367004,0.009683690965175629,0.0007257855613715947,cubic (I),0.23752396,3.6739569841714075,3.6739569841714075,3.6739569841714075,90.0,90.0,90.0,49.590924125814475,229,197,214,0.9852801561355591,0.005911863408982754,0.0023454511538147926
21,NiGe2,tetragonal (I),0.25152907,4.339217461237138,4.339217461237138,13.82526405769856,90.0,90.0,90.0,260.31324492364394,I4/mcm,142,122,0.30324408411979675,0.20372429490089417,0.13832570612430573,hexagonal (P),0.20975165,4.841081738865898,4.841081738865898,6.960992517339883,90.0,90.0,120.0,141.2819334593811,164,194,152,0.32973507046699524,0.27967569231987,0.12648902833461761
22,AlAs,cubic (F),0.8679596,5.504126640898182,5.504126640898182,5.504126640898182,90.0,90.0,90.0,166.74977371300744,F-43m,225,227,0.9955440163612366,0.0027510023210197687,0.0013548391871154308,hexagonal (P),0.038133092,3.782544218830416,3.782544218830416,4.925659644369839,90.0,90.0,120.0,61.03276684453453,164,194,169,0.19007742404937744,0.18343625962734222,0.16704890131950378
23,NiSb,hexagonal (P),0.8847057,3.8732509774031625,3.8732509774031625,4.909784282274281,90.0,90.0,120.0,63.788783694519545,P6_3/mmc,164,187,0.9495430588722229,0.04519926756620407,0.0022109055425971746,orthorhombic (P),0.055547882,6.274706004507041,6.094849269423897,4.731731395106773,90.0,90.0,90.0,180.95743637774464,58,62,59,0.6800016760826111,0.09829506278038025,0.05552089959383011
24,CoPb2,tetragonal (I),0.5111096,4.4802624516641005,4.4802624516641005,5.993319280294674,90.0,90.0,90.0,120.30240938735396,I4/mcm,142,139,0.9176546931266785,0.02366246096789837,0.011599975638091564,hexagonal (P),0.22569308,3.9441380673389537,3.9441380673389537,5.982982646938556,90.0,90.0,120.0,80.60325746561034,194,164,186,0.9044141173362732,0.03975658863782883,0.012655220925807953
25,SbGe2,cubic (F),0.3803997,5.882996454003544,5.882996454003544,5.882996454003544,90.0,90.0,90.0,203.60843220971836,Fd-3m,225,202,0.7463341951370239,0.22061985731124878,0.019754333421587944,hexagonal (P),0.18265185,5.818747998011064,5.818747998011064,9.275791794578014,90.0,90.0,120.0,271.9823496727353,191,194,164,0.5774915218353271,0.20972831547260284,0.14404958486557007
26,MgGe2,hexagonal (P),0.27719265,4.755728275027432,4.755728275027432,6.408372722783948,90.0,90.0,120.0,125.51986404516074,P6_3/mmc,191,164,0.1610630601644516,0.13661248981952667,0.1273539662361145,orthorhombic (P),0.12387379,6.591160069561123,4.727047293614,10.557150165429366,90.0,90.0,90.0,328.92622837930605,62,59,38,0.4292229413986206,0.31852424144744873,0.11232899129390717
27,MgAu,cubic (P),0.3553844,3.4121112510561926,3.4121112510561926,3.4121112510561926,90.0,90.0,90.0,39.72551612363805,Pm-3m,198,215,0.9585481882095337,0.02974781021475792,0.004413639660924673,orthorhombic (P),0.121019915,6.41301376788319,4.72241108266494,7.1226337899818795,90.0,90.0,90.0,215.70816154277776,62,55,51,0.556979775428772,0.16238242387771606,0.0882810726761818
28,PbGe,cubic (F),0.72810775,5.572398887111685,5.572398887111685,5.572398887111685,90.0,90.0,90.0,173.0320648724169,Fm-3m,227,216,0.6207634806632996,0.3745805323123932,0.0018186257220804691,hexagonal (P),0.0772138,3.872138455835137,3.872138455835137,4.621593513919586,90.0,90.0,120.0,60.01006990106642,164,194,191,0.33793243765830994,0.22691605985164642,0.17129574716091156
29,PdAs,orthorhombic (P),0.2927421,6.406071028837132,4.250727005798646,5.546844504518751,90.0,90.0,90.0,151.04312254383382,Pnma,58,59,0.7551225423812866,0.039713986217975616,0.036759115755558014,cubic (P),0.2777294,5.878190108587282,5.878190108587282,5.878190108587282,90.0,90.0,90.0,203.1098020485619,205,198,221,0.9578796625137329,0.03722504898905754,0.002629453083500266
30,HgSb,tetragonal (P),0.1704497,5.384518788135823,5.384518788135823,10.181692927689543,90.0,90.0,90.0,295.19825658682595,P4/mbm,123,137,0.6179275512695312,0.17887812852859497,0.08460976183414459,cubic (P),0.14238913,4.371663682515663,4.371663682515663,4.371663682515663,90.0,90.0,90.0,83.54880282688094,205,221,198,0.9097433686256409,0.05055093765258789,0.038033969700336456
31,AuAs,orthorhombic (P),0.24457082,6.314114102453136,5.282824447597186,4.139125559577913,90.0,90.0,90.0,138.0661471234585,Pnnm,62,59,0.3628682792186737,0.20941558480262756,0.17251484096050262,hexagonal (P),0.16831283,3.6374159229701677,3.6374159229701677,5.245415233807012,90.0,90.0,120.0,60.103039035724805,194,187,186,0.8343756198883057,0.08669888973236084,0.019915807992219925
32,InAs,cubic (F),0.9516718,5.738246815382378,5.738246815382378,5.738246815382378,90.0,90.0,90.0,188.94598724645016,F-43m,225,227,0.9250986576080322,0.07394598424434662,0.00039156590355560184,rhombohedral (P),0.013025336,4.70455616434359,4.70455616434359,4.70455616434359,48.97989128281071,48.97989128281071,48.97989128281071,54.420194791174495,166,160,148,0.8679484724998474,0.12441811710596085,0.0022197356447577477
33,WAs,tetragonal (I),0.28788176,11.424901154666449,11.424901154666449,4.808802254395304,90.0,90.0,90.0,627.6851025775165,I4_1md,87,139,0.6799407005310059,0.317715585231781,0.0008097552345134318,orthorhombic (P),0.27361986,5.692163283838319,20.748246314310126,5.954670597720754,90.0,90.0,90.0,703.2609237800738,62,19,58,0.8616414070129395,0.02759646251797676,0.027467817068099976
34,LiCa,hexagonal (P),0.45972663,5.068968945284989,5.068968945284989,10.64534385020021,90.0,90.0,120.0,236.8806503593991,P6_3/mmc,191,164,0.9695580005645752,0.020920488983392715,0.005189456976950169,rhombohedral (P),0.14025737,6.080796470881967,6.080796470881967,6.080796470881967,63.55243030303774,63.55243030303774,63.55243030303774,171.4730440164213,148,166,160,0.49750417470932007,0.2935488820075989,0.08733764290809631
35,CdSb,rhombohedral (P),0.25459734,9.048875086588351,9.048875086588351,9.048875086588351,102.00773174762521,102.00773174762521,102.00773174762521,683.9751975645688,R-3c,155,160,0.9107186198234558,0.05478250980377197,0.011737426742911339,orthorhombic (P),0.14528707,6.72060427567846,5.672432881073394,12.375433462414987,90.0,90.0,90.0,471.7784608720224,62,58,26,0.7399780750274658,0.059424642473459244,0.037784893065690994
36,Zr2Ag2,tetragonal (I),0.6333947,3.154182199781893,3.154182199781893,12.513899699898753,90.0,90.0,90.0,124.4991031104518,I4/mmm,141,87,0.9903537034988403,0.003982321824878454,0.003538435557857156,tetragonal (P),0.12518461,3.5077456314328623,3.5077456314328623,6.244244854674433,90.0,90.0,90.0,76.8309334265683,129,123,96,0.9784353971481323,0.004171970300376415,0.0036305123940110207
37,RuPb2,tetragonal (I),0.43346852,6.363091368827608,6.363091368827608,6.986714069511666,90.0,90.0,90.0,282.8845892433216,I4/mcm,121,82,0.9410646557807922,0.02248435467481613,0.011879652738571167,hexagonal (P),0.163832,4.290501233362032,4.290501233362032,6.184956955186507,90.0,90.0,120.0,98.60146677398133,194,193,182,0.6373096704483032,0.09171652793884277,0.07672496885061264
38,MgRb,hexagonal (P),0.25133356,6.008346051740935,6.008346051740935,13.205511249181926,90.0,90.0,120.0,412.8532684779388,P6_3/mmc,164,190,0.9231303334236145,0.04696967825293541,0.00709145562723279,cubic (P),0.2174547,5.082398501501804,5.082398501501804,5.082398501501804,90.0,90.0,90.0,131.28228975408268,221,198,213,0.8296380639076233,0.11168935894966125,0.049600861966609955
39,MgCe,cubic (P),0.9159093,3.8872584135915487,3.8872584135915487,3.8872584135915487,90.0,90.0,90.0,58.73949881549417,Pm-3m,212,222,0.9985560774803162,0.00022716161038260907,0.00019333380623720586,cubic (F),0.063184775,7.610711597054806,7.610711597054806,7.610711597054806,90.0,90.0,90.0,440.83472280018873,225,227,216,0.5228667259216309,0.4722916781902313,0.00463985837996006
40,PbAs,cubic (F),0.4197978,5.951495411619754,5.951495411619754,5.951495411619754,90.0,90.0,90.0,210.80373885011716,Fm-3m,216,227,0.9872587323188782,0.011420085094869137,0.0007236148230731487,cubic (I),0.12594293,3.621660291905669,3.621660291905669,3.621660291905669,90.0,90.0,90.0,47.50322932866429,229,197,211,0.9561495780944824,0.02479569986462593,0.005661385599523783
41,CaAg,orthorhombic (P),0.34940574,13.188672988970508,6.209056019728557,6.036323393525426,90.0,90.0,90.0,494.30975046543773,Pnma,74,52,0.8977773189544678,0.07773170620203018,0.009897357784211636,orthorhombic (C),0.29778954,3.642000895292269,8.869584824502068,4.603150107549378,90.0,90.0,90.0,148.69572304702066,63,21,20,0.7777482867240906,0.085697703063488,0.06153251975774765
42,ZrAg,tetragonal (I),0.6333947,3.154182199781893,3.154182199781893,12.513899699898753,90.0,90.0,90.0,124.4991031104518,I4/mmm,141,87,0.9903537034988403,0.003982321824878454,0.003538435557857156,tetragonal (P),0.12518461,3.5077456314328623,3.5077456314328623,6.244244854674433,90.0,90.0,90.0,76.8309334265683,129,123,96,0.9784353971481323,0.004171970300376415,0.0036305123940110207
43,RhIn2,tetragonal (P),0.42619744,7.080223350283081,7.080223350283081,5.565441126139581,90.0,90.0,90.0,278.99312982972714,P4_2/mnm,127,118,0.7334104776382446,0.07466155290603638,0.06444665044546127,cubic (I),0.3874233,8.713022846486798,8.713022846486798,8.713022846486798,90.0,90.0,90.0,661.4645263776098,229,204,206,0.5341574549674988,0.18199387192726135,0.12261789292097092
44,As2Ge2,cubic (F),0.31600013,5.856599539049122,5.856599539049122,5.856599539049122,90.0,90.0,90.0,200.87994783398133,Fm-3m,227,216,0.6683469414710999,0.32507190108299255,0.003818042576313019,rhombohedral (P),0.23905091,4.591354952808714,4.591354952808714,4.591354952808714,54.98501728976697,54.98501728976697,54.98501728976697,60.45335505528508,166,160,146,0.6831333041191101,0.29369017481803894,0.00952521525323391
45,RuB2,hexagonal (P),0.6724969,2.9292069484916534,2.9292069484916534,7.083034800613713,90.0,90.0,120.0,52.632029721607886,P6/mmm,194,186,0.39875882863998413,0.3877665102481842,0.05242105573415756,orthorhombic (P),0.22448616,6.678635691245817,4.592571223982276,3.5280904473024166,90.0,90.0,90.0,108.21397861093511,62,55,58,0.6465331315994263,0.15470623970031738,0.12480545043945312
46,Sn2Pb,hexagonal (P),0.37021104,3.456268551393348,3.456268551393348,3.465702971797206,90.0,90.0,120.0,35.8539435085412,P6/mmm,194,187,0.9368835687637329,0.05189599096775055,0.005459513980895281,tetragonal (I),0.27573648,4.580987468450266,4.580987468450266,3.8987567202165057,90.0,90.0,90.0,81.81714934479287,141,139,107,0.8267263770103455,0.12028791755437851,0.03541569784283638
47,HfTe,hexagonal (P),0.573477,4.464570559643734,4.464570559643734,5.926891157872836,90.0,90.0,120.0,102.30973641330179,P-3m1,163,186,0.9344660043716431,0.020726799964904785,0.015058613382279873,orthorhombic (P),0.14645875,19.120308831635967,3.9410769523913216,10.777989150883295,90.0,90.0,90.0,812.1711524397806,62,58,55,0.6947023868560791,0.14808711409568787,0.05618911236524582
48,MnAs2,orthorhombic (P),0.7472519,5.262254318857177,5.067467407301633,4.185215041559917,90.0,90.0,90.0,111.60420927839907,Pnma,58,33,0.7608694434165955,0.19697535037994385,0.009777963161468506,monoclinic (C),0.11567938,10.400984512967225,5.091889953704609,7.899406989074111,90.0,110.75358361286808,90.0,391.2119080965546,12,15,5,0.6232725381851196,0.2327454388141632,0.05543334037065506
49,Pb2As2,cubic (F),0.4197978,5.951495411619754,5.951495411619754,5.951495411619754,90.0,90.0,90.0,210.80373885011716,Fm-3m,216,227,0.9872587323188782,0.011420085094869137,0.0007236148230731487,cubic (I),0.12594293,3.621660291905669,3.621660291905669,3.621660291905669,90.0,90.0,90.0,47.50322932866429,229,197,211,0.9561495780944824,0.02479569986462593,0.005661385599523783
50,SnBa2,tetragonal (I),0.354027,7.955463353317877,7.955463353317877,11.58946637325847,90.0,90.0,90.0,733.4903402389682,I4/mcm,139,87,0.8006746768951416,0.10943293571472168,0.074552021920681,orthorhombic (P),0.24965784,7.249915551714538,6.7814675526241714,9.708095649098402,90.0,90.0,90.0,477.299173741134,62,52,51,0.9806334376335144,0.013564344495534897,0.003218707861378789
51,RhTe,monoclinic (C),0.59318787,8.178859320172483,4.082238462876436,8.090936048100822,90.0,104.39705166815772,90.0,261.6571031276765,C2/c,12,9,1.0,0.0,0.0,hexagonal (P),0.26921558,3.9469470246766587,3.9469470246766587,5.964442572239708,90.0,90.0,120.0,80.46797788627906,194,187,164,0.7600376605987549,0.12704339623451233,0.06845010817050934
52,SbSi,cubic (F),0.26306897,5.930378532091234,5.930378532091234,5.930378532091234,90.0,90.0,90.0,208.56779267852698,F-43m,227,202,0.7717656493186951,0.20003731548786163,0.018638312816619873,hexagonal (P),0.1807972,6.162863436838687,6.162863436838687,5.511224601895865,90.0,90.0,120.0,181.2774697343425,191,164,194,0.7525740265846252,0.1052088737487793,0.05715412646532059
53,SnAs2,rhombohedral (P),0.65637845,5.620119923183563,5.620119923183563,5.620119923183563,44.23104207485972,44.23104207485972,44.23104207485972,78.49039013514721,R-3m,160,148,0.8370030522346497,0.14255529642105103,0.010148689150810242,tetragonal (P),0.05147369,5.101676478958431,5.101676478958431,6.090586181982563,90.0,90.0,90.0,158.52031325515827,111,137,129,0.9580077528953552,0.006312677636742592,0.006035599857568741
54,PbSi,cubic (F),0.34717056,5.425089622515429,5.425089622515429,5.425089622515429,90.0,90.0,90.0,159.66905369565416,Fd-3m,216,225,0.9755920767784119,0.012504404410719872,0.010502520948648453,hexagonal (P),0.13325945,5.272986345662139,5.272986345662139,5.458556271979175,90.0,90.0,120.0,131.43823449818834,187,191,189,0.24430787563323975,0.20927390456199646,0.15560276806354523
55,BiAs,rhombohedral (P),0.63048786,4.580246665212141,4.580246665212141,4.580246665212141,54.74055872680523,54.74055872680523,54.74055872680523,59.620951233797214,R-3m,160,148,0.9878324270248413,0.011217085644602776,0.00045664317440241575,hexagonal (P),0.22547078,3.5038144706699845,3.5038144706699845,5.29422984218304,90.0,90.0,120.0,56.28797530585252,164,191,194,0.9987227320671082,0.00041582973790355027,0.0002480055845808238
56,CdHf,cubic (P),0.3430999,3.63901630117625,3.63901630117625,3.63901630117625,90.0,90.0,90.0,48.1894537181267,Pm-3m,212,215,0.9518244862556458,0.022086553275585175,0.007004708983004093,hexagonal (P),0.20744798,4.882312053316685,4.882312053316685,5.436924832858344,90.0,90.0,120.0,112.23673600741958,164,194,189,0.3178945481777191,0.31432583928108215,0.11124291270971298
57,Pd2As2,orthorhombic (P),0.2927421,6.406071028837132,4.250727005798646,5.546844504518751,90.0,90.0,90.0,151.04312254383382,Pnma,58,59,0.7551225423812866,0.039713986217975616,0.036759115755558014,cubic (P),0.2777294,5.878190108587282,5.878190108587282,5.878190108587282,90.0,90.0,90.0,203.1098020485619,205,198,221,0.9578796625137329,0.03722504898905754,0.002629453083500266
58,RhSn2,tetragonal (I),0.47422963,6.489806052576643,6.489806052576643,7.782129702126471,90.0,90.0,90.0,327.7644905336953,I4_1/acd,140,110,0.626257598400116,0.3398702144622803,0.011560198850929737,cubic (I),0.11322631,8.709413629437114,8.709413629437114,8.709413629437114,90.0,90.0,90.0,660.6428665590281,229,204,217,0.9882091283798218,0.007435887586325407,0.001779990503564477
59,SbAs2,rhombohedral (P),0.6999389,4.056617163979546,4.056617163979546,4.056617163979546,55.94584420295006,55.94584420295006,55.94584420295006,42.76921201311899,R3m,166,148,0.9290868639945984,0.06864208728075027,0.0016030491096898913,hexagonal (P),0.08733366,3.462734127860135,3.462734127860135,3.845892826599403,90.0,90.0,120.0,39.93614162811023,164,191,194,0.7407370209693909,0.12898142635822296,0.09736845642328262
60,TeAs2,rhombohedral (P),0.50202024,5.29768358115975,5.29768358115975,5.29768358115975,45.63091461003971,45.63091461003971,45.63091461003971,69.2466090103247,R-3m,160,148,0.5470293164253235,0.4400622248649597,0.0076965587213635445,hexagonal (P),0.11528995,3.8657885725194188,3.8657885725194188,11.651939898987601,90.0,90.0,120.0,150.80129235638006,164,152,186,0.799182653427124,0.04174206033349037,0.035640619695186615
61,NiTe,hexagonal (P),0.7495643,3.9148993151346256,3.9148993151346256,5.389046571891355,90.0,90.0,120.0,71.52926506054438,P6_3/mmc,164,187,0.9383578896522522,0.05178305506706238,0.002739409450441599,orthorhombic (P),0.060635008,5.547201533838999,5.031088264990645,7.449306984976713,90.0,90.0,90.0,207.8986900438131,62,59,58,0.23741422593593597,0.16595059633255005,0.1652638018131256
62,PbBi,cubic (F),0.6419436,5.566496397901288,5.566496397901288,5.566496397901288,90.0,90.0,90.0,172.48280136178977,Fm-3m,203,202,0.9999667406082153,1.504530791862635e-05,8.288634489872493e-06,hexagonal (P),0.13983352,3.754507308648878,3.754507308648878,6.106910414686991,90.0,90.0,120.0,74.55179233769327,194,191,186,0.9472504258155823,0.04725975915789604,0.0019161151722073555
63,TaTe2,monoclinic (C),0.37888962,18.71418752073717,4.375839115238765,11.557688046854253,90.0,138.04821031434255,90.0,632.7148011845155,C2/m,15,8,0.8151410818099976,0.11348380893468857,0.02931370958685875,orthorhombic (P),0.22599173,6.306897927659559,14.474159232246391,7.812058043797711,90.0,90.0,90.0,713.1396931436236,62,19,61,0.22476880252361298,0.12116604298353195,0.08438830822706223
64,Sn2As,rhombohedral (P),0.4058358,12.955146345479218,12.955146345479218,12.955146345479218,30.539085350170314,30.539085350170314,30.539085350170314,497.67595415344357,R-3m,160,148,0.9190183281898499,0.032016195356845856,0.024369867518544197,tetragonal (I),0.20463443,6.76976283979271,6.76976283979271,4.385434006486544,90.0,90.0,90.0,200.98307623962472,141,107,139,0.9419750571250916,0.018571536988019943,0.01753081940114498
65,PbTe,cubic (F),0.98241806,6.491168800130124,6.491168800130124,6.491168800130124,90.0,90.0,90.0,273.5071655345244,Fm-3m,203,216,0.9999415874481201,2.6625857572071254e-05,1.6544168829568662e-05,orthorhombic (P),0.0046068253,8.708412306456905,5.13108884603239,6.060056499213274,90.0,90.0,90.0,270.78536633936307,62,55,26,0.8951891660690308,0.030555173754692078,0.014166650362312794
66,CrAs2,orthorhombic (P),0.5614766,5.2343920619758215,4.45403276344168,3.944892468559568,90.0,90.0,90.0,91.9718295026826,Pnma,58,33,0.6552618145942688,0.32379311323165894,0.005363899748772383,monoclinic (C),0.32275006,9.893931306038246,3.533253397354394,7.00038346684233,90.0,117.73234853934402,90.0,216.60729426085155,12,15,5,0.5726510882377625,0.25655192136764526,0.06435022503137589
67,ZrHg,cubic (P),0.3907526,3.809558935804378,3.809558935804378,3.809558935804378,90.0,90.0,90.0,55.28713562756904,Pm-3m,198,212,0.9455585479736328,0.04067423939704895,0.0057837143540382385,tetragonal (P),0.18888086,3.7990671649766066,3.7990671649766066,3.8407535271242397,90.0,90.0,90.0,55.4332550743374,123,127,136,0.6461242437362671,0.3106268346309662,0.03332097828388214
